,Folder Name,Start Time,End Time,Classification,Classes,Duration,Peak Acc x,Mean Acc x,Peak Acc y,Mean Acc y,Peak Acc z,Mean Acc z,Peak Gyro x,Mean Gyro x,Peak Gyro y,Mean Gyro y,Peak Gyro z,Mean Gyro z,Peak Mag,Mean Mag,Peak Gyro Mag,Mean Gyro Mag,Peak Speed,Mean Speed,Mag Speed,Peak Acceleration (m/s2),N Mag Peaks,N Gyro Mag Peaks,Age,Height
1407,04/03/2021,00:10:28,00:10:30,0,,1.9,2.552484,-0.076893959,7.830936,0.590482515,4.921236,0.625897732,349.86,4.483608247,647.78,-4.308608247,168.42,-3.888969072,8.12060616,1.812782495,1310.090208,170.486241,2.0277794,2.0277794,1.40833446,2.523494743,4,6,32,192
1408,04/03/2021,00:10:30,00:10:32,0,,1.9,2.743536,0.093252364,5.137176,0.628691879,3.858372,0.694734545,303.94,1.815050505,511.91,-1.93030303,144.06,-2.698888889,6.039217955,1.603299062,543.5639232,125.9863083,1.92222376,1.92222376,1.63055686,1.582484714,3,5,32,192
1409,04/03/2021,00:10:32,00:10:34,1,3,1.5,4.792404,-0.448100561,3.025356,-0.165772357,10.470528,0.433017631,1166.62,3.897261146,1102.22,-7.110127389,607.25,-51.52936306,12.45560747,1.924322425,1786.732909,260.5745387,3.61944734,3.61944734,3.0000024,3.427633738,4,7,32,192
1410,04/03/2021,00:10:58,00:11:00,0,,2,1.502064,-0.11990892,8.043948,0.68738826,3.837144,0.6077979,365.82,-2.84795,273.56,-4.683,194.46,-7.0938,8.344645283,1.858867289,485.9475828,157.8442709,2.00555716,2.00555716,1.14444536,2.354224477,4,7,32,192
1411,04/03/2021,00:11:00,00:11:01,1,3,1.5,2.674728,0.004268475,5.554416,0.72637275,3.837144,0.8511879,365.82,-6.195875,158.9,-3.49825,170.8,-9.7265,6.215849926,1.735114304,384.4723475,132.0859439,2.00555716,2.00555716,1.11666756,1.331401536,4,6,32,192
1412,04/03/2021,00:11:02,00:11:03,0,,1.5,6.049248,-0.3283935,2.8365,-0.10605765,10.051824,0.43104735,1182.72,2.0829375,790.44,-18.624375,390.53,-69.4946875,14.01738208,1.778656199,1654.419619,214.54992,3.64166958,3.64166958,2.89166898,2.62015472,1,4,32,192
1413,04/03/2021,00:11:39,00:11:41,0,,1.5,1.575264,-0.014201796,4.89708,0.955922286,1.957368,0.274669306,384.58,7.603809524,358.82,-1.166666667,157.85,6.268571429,5.090912861,1.167001392,497.7515571,122.3125776,1.91944598,1.91944598,1.35833442,0.869627608,2,3,32,192
1414,04/03/2021,00:11:48,00:11:49,0,,1,2.003484,0.011546941,3.210552,0.793602824,3.130032,0.696254,191.59,-6.759803922,366.94,116.6426471,6.79,-95.96176471,4.911078558,1.205929234,408.0917392,176.8713589,0.9305563,0.9305563,0.49166706,0.828586147,1,4,32,192
1415,04/03/2021,00:11:54,00:11:55,0,,1.3,1.608936,0.14790803,3.788832,0.553392,2.039352,0.814974677,299.6,-8.927368421,271.46,-3.347894737,161,-3.916315789,4.025114183,1.43259698,413.6215239,123.8157883,1.95555712,1.95555712,1.84166814,1.552493768,1,2,32,192
1416,04/03/2021,00:12:02,00:12:03,0,,1.3,1.081896,-0.011542657,3.855444,0.604506358,2.62788,0.865551761,222.11,-21.99619403,243.11,-12.66529851,115.15,2.229552239,4.576472488,1.357374304,280.7051496,114.3809947,2.1527795,2.1527795,1.48055674,1.125751825,1,2,32,192
1417,04/03/2021,00:12:06,00:12:07,0,,0.8,1.967616,0.12851707,4.093344,0.50622907,2.244312,0.806025628,314.44,-3.512209302,201.18,-48.28209302,280.98,92.96732558,4.682923932,1.454951976,425.9437477,179.952616,2.13333504,2.13333504,1.13611202,0.868533629,1,1,32,192
1418,05/03/2021,00:50:32,00:50:34,0,,1.8,1.060668,-0.072023723,4.550844,0.892312231,2.0496,0.565611746,178.78,0.507398844,295.68,5.246358382,85.96,-3.597919075,4.752826903,1.323411026,306.7404952,86.62463234,3.03055798,3.03055798,2.74166886,2.049300835,2,3,32,192
1419,05/03/2021,00:50:39,00:50:41,0,,2,1.547448,0.10732218,4.742628,0.78444414,1.911252,0.5724606,175.63,-1.1564,255.36,43.6401,82.11,-47.89715,4.861046054,1.225245521,313.8633347,110.4629124,2.76944666,2.76944666,1.3472233,1.585545245,3,2,32,192
1420,05/03/2021,00:50:41,00:50:43,0,,1.9,1.926624,0.150226021,3.064152,0.748405856,3.10368,0.757555856,175.63,-1.760824742,481.67,45.21242268,75.53,-51.31,4.170969465,1.364728989,492.3304681,120.7690361,3.01111352,3.01111352,2.27500182,1.585545245,1,3,32,192
1421,05/03/2021,00:50:44,00:50:46,0,,1.7,0.643428,-0.104171458,4.756536,0.91998339,2.113284,0.496808814,93.52,1.234689266,183.68,0.610225989,105.21,3.590960452,4.941282002,1.30850554,270.3108348,95.19673047,3.05278022,3.05278022,3.05278022,0.72310493,4,5,32,192
1422,05/03/2021,00:50:46,00:50:48,0,,2,0.994056,-0.01783884,4.473252,0.75318408,2.03496,0.51077862,168.28,-0.92505,342.3,13.20725,96.6,-7.89285,4.725060907,1.202402533,354.6450504,95.0974667,3.31389154,3.31389154,2.74722442,0.817100924,3,2,32,192
1423,05/03/2021,00:50:49,00:50:51,0,,1.7,0.80886,-0.039515523,3.867888,0.818317773,1.748016,0.568140136,177.31,5.444886364,154.98,-7.418011364,74.97,0.604943182,4.229190926,1.260056763,295.3308959,80.55293442,2.26944626,2.26944626,1.6944458,0.729391976,1,2,32,192
1424,05/03/2021,00:50:52,00:50:54,0,,2,1.3176,-0.061728303,3.676836,0.786286303,1.996164,0.686187152,320.6,5.416868687,254.24,-7.193737374,102.2,1.015,4.007626732,1.353564645,392.8484443,85.77309368,2.66389102,2.66389102,1.19166762,1.051104119,1,2,32,192
1425,05/03/2021,00:50:56,00:50:57,0,,1.8,0.393816,-0.160998876,4.43592,0.865133528,2.257488,0.661526494,221.27,10.71393258,92.61,-60.45286517,133.56,47.7844382,4.837281311,1.214480969,314.8476821,114.2635225,2.26944626,2.26944626,1.57222348,1.144610119,2,1,32,192
1426,05/03/2021,00:51:01,00:51:03,0,,1.7,1.376892,-0.103020286,4.25292,0.810154071,2.643984,0.793261429,167.16,-4.359166667,181.16,21.47208333,111.23,-10.44208333,4.515787441,1.398122702,237.8306736,109.0819268,3.99722542,3.99722542,2.28611294,3.130760001,2,1,32,192
1427,05/03/2021,00:51:02,00:51:04,0,,1.8,1.376892,0.017361862,5.498784,0.886022897,2.643984,0.528949931,164.85,-9.159137931,254.17,7.874195402,107.59,-11.65258621,5.850417349,1.325421488,319.0990597,115.5860986,4.10833662,4.10833662,3.60555844,1.26736779,4,3,32,192
1428,05/03/2021,00:51:04,00:51:06,0,,1.8,1.043832,0.001015753,4.397124,0.88185027,2.505636,0.629524112,154.42,2.501123596,230.23,3.553089888,95.34,-8.942696629,4.774464599,1.313125239,247.2826266,95.355288,4.28611454,4.28611454,4.03611434,1.508417304,3,2,32,192
1429,05/03/2021,00:51:07,00:51:09,0,,1.8,0.500688,-0.1037244,4.599156,0.8679934,2.318976,0.615351733,111.44,0.247333333,172.2,-4.523944444,93.1,4.572555556,4.985843084,1.295396539,273.6531354,77.29031082,3.86389198,3.86389198,3.01944686,1.289342106,5,2,32,192
1430,05/03/2021,00:51:09,00:51:11,0,,1.8,0.458232,-0.074920407,4.700904,0.882138576,2.285304,0.637439661,179.34,3.014350282,154.7,-3.110451977,83.02,-3.064180791,5.008034586,1.204458243,224.0654623,66.43993993,2.9583357,2.9583357,2.06389054,0.718557783,3,1,32,192
1431,05/03/2021,00:51:18,00:51:20,0,,1.8,0.83448,-0.006997424,4.544988,0.744154508,2.068632,0.650537085,117.81,-3.647118644,132.09,-0.476158192,131.32,-2.678983051,4.659719682,1.353359582,215.3748028,83.62752326,1.94166822,1.94166822,1.53889012,0.989956793,2,1,32,192
1432,05/03/2021,00:51:19,00:51:21,0,,2,0.696864,-0.04717374,4.286592,0.78582762,2.273592,0.6647475,117.81,4.42995,158.69,-6.05465,131.32,2.83325,4.666917193,1.324859707,204.0612501,77.15295563,1.94166822,1.94166822,1.69166802,0.701968087,3,1,32,192
1433,05/03/2021,00:51:34,00:51:36,0,,1.2,0.71736,0.060665209,4.865604,0.958471721,1.963224,0.597312,155.4,-4.095271318,203.28,47.86100775,69.16,-39.71930233,5.067774669,1.242881267,206.6242186,106.1343879,2.1805573,2.1805573,1.38055666,0.415621927,2,1,32,192
1434,05/03/2021,00:51:40,00:51:42,0,,2,1.137528,-0.02013366,4.939536,0.7969284,2.352648,0.50967696,238.98,-5.14955,214.97,5.08725,96.25,-2.7713,5.225088656,1.265751516,274.2068427,97.35921543,4.07222548,4.07222548,3.2777804,1.288812302,5,5,32,192
1435,05/03/2021,00:51:46,00:51:48,0,,1.8,0.81984,0.014750413,4.656984,0.892091263,2.1594,0.568858056,130.83,-4.481955307,219.73,3.137094972,85.82,-5.032569832,4.865904577,1.269816091,220.5687226,79.13626806,3.68889184,3.68889184,3.1111136,1.131870005,4,1,32,192
1436,05/03/2021,00:52:06,00:52:08,0,,1.8,0.943548,0.028219432,5.25942,0.913328045,2.977776,0.539488159,238.42,2.716079545,221.2,0.153522727,132.65,-8.390852273,5.726549967,1.33805718,324.3358429,108.6549249,4.68889264,4.68889264,4.58889256,0.434512684,5,5,32,192
1437,05/03/2021,00:52:07,00:52:09,0,,1.8,0.92232,0.028531458,5.25942,0.928403458,2.391444,0.555757559,201.88,1.795084746,227.43,4.683276836,101.29,-5.958700565,5.607168784,1.304332261,275.9863609,95.64724717,4.1527811,4.1527811,3.49166946,0.545361896,5,4,32,192
1438,05/03/2021,00:52:09,00:52:10,0,,1.7,0.917928,-0.022017898,5.08008,0.97010678,2.10084,0.577775458,205.31,-1.649548023,159.25,-26.72853107,100.73,15.16627119,5.448678423,1.281021797,241.923585,87.43478722,3.20555812,3.20555812,2.1527795,0.381519216,4,3,32,192
1439,05/03/2021,00:52:19,00:52:21,0,,1.4,0.956724,-0.068930853,5.252832,0.714068559,2.045208,0.601698881,170.38,-12.62055944,203.56,-7.958951049,122.36,1.485174825,5.677439755,1.249218979,292.6004103,95.599166,2.76944666,2.76944666,1.6527791,2.00265445,1,2,32,192
1440,05/03/2021,00:52:24,00:52:26,0,,1.7,0.832284,-0.096897989,4.512048,0.866029609,2.4156,0.641133855,79.94,2.861787709,196.84,-7.89396648,100.17,4.31575419,5.00946493,1.298721907,281.5283128,74.03807054,3.4583361,3.4583361,3.22500258,1.378117926,4,1,32,192
1441,05/03/2021,00:52:26,00:52:28,0,,1.8,0.584136,-0.096685341,4.465932,0.881561095,2.18136,0.655810659,81.9,2.061284916,161.21,4.586759777,89.81,-2.771061453,4.805468721,1.337627039,186.8040072,67.01448357,3.49722502,3.49722502,2.87222452,1.484626611,5,0,32,192
1442,05/03/2021,00:52:27,00:52:29,0,,1.8,0.576816,-0.063928,5.001024,0.888334867,2.273592,0.6692676,138.67,-2.184777778,158.55,-6.456722222,91.14,5.559555556,5.286867251,1.320179156,214.5028105,74.68036785,3.16944698,3.16944698,2.48333532,1.261452085,5,1,32,192
1443,05/03/2021,00:52:46,00:52:48,0,,1.9,1.847568,-0.02279082,4.77264,0.86104428,3.247884,0.5450106,194.04,-10.1395,322.42,-5.124,147.21,-1.18965,5.122546094,1.364251602,365.2576523,127.1551951,5.3472265,5.3472265,5.26944866,0.768895441,6,6,32,192
1444,05/03/2021,00:52:48,00:52:50,0,,1.8,0.542412,-0.084074267,5.716188,0.9093026,2.295552,0.555986533,75.74,-0.649833333,268.66,1.646944444,102.83,-0.930611111,6.034588244,1.351744144,283.6913638,89.51170115,4.48055914,4.48055914,3.98889208,0.766400829,5,2,32,192
1445,05/03/2021,00:52:50,00:52:52,0,,1.8,0.540216,-0.077896315,5.265276,0.922114382,2.22528,0.571342449,115.99,-4.905505618,178.5,-2.02252809,122.78,3.591629213,5.625489961,1.303877215,300.6629404,82.87524503,3.65555848,3.65555848,3.05833578,0.528548858,5,3,32,192
1446,05/03/2021,00:52:57,00:52:59,0,,1.9,2.768424,0.060261511,4.856088,0.74924483,2.943372,0.792401681,223.86,-9.866276596,371.49,3.300797872,173.74,-12.07202128,5.435383476,1.664266696,386.8126908,162.9955254,5.32500426,5.32500426,5.32500426,2.276201559,3,7,32,192
1447,05/03/2021,00:52:59,00:53:00,0,,1.9,0.98088,-0.04486062,5.150352,0.8099214,2.458056,0.4630083,169.96,2.2799,330.4,-12.80755,127.05,2.4388,5.56680374,1.25887077,341.2823062,113.348732,5.32500426,5.32500426,5.19722638,0.678618052,5,5,32,192
1448,05/03/2021,00:53:02,00:53:03,0,,1.8,0.734928,-0.08182773,5.118144,0.922287101,2.220888,0.598274292,83.58,0.952865169,200.48,-3.482696629,102.55,5.257078652,5.406413249,1.363269066,258.885307,85.00617988,4.58889256,4.58889256,3.51111392,1.04523026,5,3,32,192
1449,05/03/2021,00:53:12,00:53:14,0,,1.5,1.331508,0.016784811,4.814364,0.833041594,3.15126,0.718240448,150.64,2.388811189,270.76,-8.003006993,114.66,1.761748252,5.469633117,1.672688384,344.284317,98.84944214,1.34166774,1.34166774,0.8194451,1.567025805,4,2,32,192
1450,05/03/2021,00:53:16,00:53:18,0,,1.8,0.66612,-0.040501319,3.946944,0.82063233,1.652856,0.650172857,102.76,8.263076923,143.99,14.48615385,64.54,-12.32461538,4.298653344,1.213342674,173.2793551,71.00284761,1.8611126,1.8611126,1.36388998,1.034558158,1,0,32,192
1451,05/03/2021,00:53:20,00:53:21,0,,1.6,2.58762,0.041179357,4.895616,0.641371429,2.97192,0.670773429,206.29,-13.2425,215.39,-8.44625,194.18,-3.1975,5.431503384,1.344923851,330.3077562,130.0986321,4.71111488,4.71111488,4.0138921,1.923104614,3,5,32,192
1452,05/03/2021,00:53:21,00:53:23,0,,1.7,0.813252,0.026975246,5.715456,0.929585623,2.058384,0.518674286,70.49,-2.8792,204.4,1.3964,95.97,-6.5428,5.831882911,1.350308623,246.6199345,98.78662399,4.71111488,4.71111488,4.35000348,0.85747966,5,4,32,192
1453,05/03/2021,00:53:23,00:53:24,0,,1.8,0.493368,-0.08604067,5.143032,0.929218793,1.999824,0.550905654,129.71,-0.584636872,183.12,-3.078044693,109.41,1.291675978,5.418389987,1.301519749,226.3977266,82.56687273,3.5000028,3.5000028,3.07222468,0.228401578,4,2,32,192
1454,05/03/2021,00:55:24,00:55:25,0,,0.9,0.289872,-0.028213149,0.467016,-0.695633617,3.18054,0.937364936,170.38,9.461170213,47.46,3.558829787,36.89,-1.187765957,4.00822119,1.320828698,171.0033523,83.25520375,0.45000036,0.45000036,0.39166698,0.946582936,0,0,32,192
1455,05/03/2021,00:55:26,00:55:26,0,,0.9,0.600972,-0.071622804,0.423828,-0.730988784,3.390624,0.966036247,157.15,9.051649485,57.47,3.466804124,65.38,1.153917526,4.145080675,1.363157895,162.8880296,87.72558116,0.45555592,0.45555592,0,0.941712944,1,0,32,192
1456,05/03/2021,00:56:49,00:56:50,0,,1.3,0.90768,0.031631273,4.683336,0.804201818,2.53272,0.750011636,106.68,-3.194545455,118.58,6.690833333,146.58,-5.95530303,5.195948851,1.335058008,206.7787915,87.66216867,2.14722394,2.14722394,1.5416679,1.086361044,1,2,32,192
1457,05/03/2021,00:57:28,00:57:29,0,,1,0.712968,0.033137077,3.607296,0.806854038,2.279448,0.862943538,135.66,-9.31,98.91,28.56875,102.97,-35.71884615,4.238795782,1.337797923,169.5974325,83.18572412,1.50833454,1.50833454,1.46389006,0.197653894,1,0,32,192
1458,05/03/2021,00:59:37,00:59:38,0,,0.8,0.701256,0.071088138,4.200216,0.693675172,2.183556,0.621316552,63.56,-16.8345977,105.49,19.26770115,86.03,-1.611609195,4.669780733,1.107531215,243.562191,60.22672039,1.60555684,1.60555684,0.6666672,0.527146437,1,1,32,192
1459,05/03/2021,00:59:56,00:59:57,0,,0.8,0.131028,-0.163348615,3.735396,0.838299538,2.09352,0.614213692,50.68,-3.295384615,55.37,17.28012821,52.36,-9.531666667,4.137216469,1.135778697,178.7642808,47.83693704,0.67222276,0.67222276,0.34444472,1.06394905,0,0,32,192
1460,05/03/2021,00:59:59,00:00:01,0,,1.9,2.09718,0.066957769,4.24194,0.850333869,2.128656,0.611175859,283.92,0.140351759,129.71,-10.38497487,167.58,2.569949749,4.362675601,1.314913245,299.5827367,115.91928,2.4305575,2.4305575,1.5555568,1.412853423,1,3,32,192
1461,05/03/2021,00:00:00,00:00:01,0,,1.1,0.923784,-0.058433793,5.113752,0.833142207,2.21064,0.591569586,161,-41.64396552,124.32,-18.50293103,122.64,22.97146552,5.56845352,1.221488753,322.2919959,110.4170982,2.4305575,2.4305575,1.72500138,1.403299543,1,2,32,192
1462,05/03/2021,00:01:35,00:01:36,1,13,1,2.413404,0.016004505,0.909144,-0.62716765,6.325212,0.87584866,299.53,22.78262136,612.85,20.77980583,211.12,21.06728155,7.879591313,1.429136947,646.7155627,123.4972752,2.30000184,2.30000184,2.14444616,2.166966601,1,1,32,192
1463,05/03/2021,00:02:00,00:02:01,1,13,1.1,2.428044,-0.227774,1.30296,-0.4575976,6.926916,0.8768567,286.44,49.67491667,405.65,6.6745,302.26,28.23858333,8.162381279,1.584430268,490.2059267,128.1842066,2.74444664,2.74444664,2.74444664,2.626805645,1,2,32,192
1464,05/03/2021,00:02:24,00:02:25,0,,0.9,0.729804,-0.172796816,2.13012,0.636847469,1.693848,0.53607049,84.28,-5.457857143,81.27,-13.82428571,184.31,43.88428571,2.425704423,1.082685483,332.1344949,83.72897715,1.35555664,1.35555664,0.53888932,0.780923201,0,0,32,192
1465,05/03/2021,00:02:26,00:02:27,1,13,0.9,0.613416,-0.201938553,0.734928,-0.72079417,7.074048,0.840546255,319.34,21.21595745,180.67,-0.084893617,110.11,-11.25957447,7.145474194,1.517167759,370.904768,116.5169488,2.638891,2.638891,1.83889036,1.634302049,1,2,32,192
1466,05/03/2021,00:02:58,00:02:59,1,13,1.1,0.904752,-0.187435059,0.964776,-0.450647496,6.973032,1.017621479,433.3,39.99647059,256.83,12.63705882,191.03,24.04176471,7.281847553,1.52199612,537.9162423,120.2657136,2.6666688,2.6666688,2.02500162,1.799521818,1,2,32,192
1467,05/03/2021,00:03:17,00:03:19,0,,1.4,0.86376,-0.137590225,3.7698,0.684224113,2.793312,0.849754056,123.27,5.00943662,129.71,12.77943662,80.78,2.066478873,4.235385462,1.270230286,156.3427865,69.00238504,2.18333508,2.18333508,1.57777904,0.905097206,1,0,32,192
1468,05/03/2021,00:03:20,00:03:20,1,13,0.4,0.159576,-0.29829,3.838608,0.7385575,2.277984,0.76471125,102.55,41.0375,37.17,-28.730625,89.53,-1.847708333,4.516590906,1.298960637,124.2852119,74.25194551,1.2083343,1.2083343,1.0138897,0.669327599,1,0,32,192
1469,05/03/2021,00:03:39,00:03:41,0,,1.1,0.66612,-0.063071897,3.662928,0.740310724,2.64984,0.695791241,138.53,-5.822068966,119.98,-10.27068966,112.56,2.653362069,4.209974593,1.199356094,207.8688394,89.39178906,1.50277898,1.50277898,1.1250009,0.556491063,1,1,32,192
1470,05/03/2021,00:03:44,00:03:44,0,,0.8,0.178608,-0.190600884,3.00852,0.597584372,2.087664,0.791836744,74.83,12.3077907,39.83,-9.730813953,73.01,-8.370697674,3.542361588,1.199544371,136.5583029,51.73729646,1.10000088,1.10000088,0.88333404,0.855908003,0,0,32,192
1471,05/03/2021,00:03:45,00:03:46,1,13,1.3,2.702544,-0.410389791,3.935964,0.154703284,8.61564,0.371216866,515.97,34.49171642,683.97,-58.15537313,277.97,3.334925373,12.24044755,1.922790159,858.7959293,198.0188048,3.60278066,3.60278066,3.60278066,2.15198191,3,3,32,192
1472,05/03/2021,00:05:05,00:05:07,0,,1.7,0.699792,-0.004176706,4.08822,0.904080282,2.299944,0.606233788,103.95,-12.68811765,164.22,-30.07241176,129.43,17.93276471,4.322535927,1.286412259,225.1843969,103.7684365,2.50277978,2.50277978,1.81666812,1.562992479,1,1,32,192
1473,05/03/2021,00:06:34,00:06:36,0,,1.7,0.751764,-0.022340313,4.220712,0.872503106,2.260416,0.643542503,136.08,-3.813240223,188.51,50.72418994,56.21,-38.11284916,4.744918859,1.255775712,222.5843045,95.39024036,2.31666852,2.31666852,1.28611214,1.334415969,4,2,32,192
1474,05/03/2021,00:06:38,00:06:39,1,7,1.4,3.803472,-0.591996166,3.33426,0.101440055,2.123532,0.180056855,224.35,-7.971793103,236.6,-46.4322069,171.92,-38.57048276,8.901053452,1.684437438,1027.764332,147.197773,4.4861147,4.4861147,3.58889176,1.847786631,1,1,32,192
1475,05/03/2021,00:06:40,00:06:42,1,7,1.3,2.257488,-0.258342569,2.149152,-0.019496847,3.248616,0.225968934,355.46,20.54576642,249.48,-51.92824818,92.33,-66.06824818,5.369382215,1.556350653,542.2148173,156.1278543,3.93333648,3.93333648,3.34444712,3.461616119,1,3,32,192
1476,05/03/2021,00:07:04,00:07:05,1,7,1.6,1.56648,-0.249911049,2.926536,0.191882195,2.793312,0.159665268,424.2,-0.848963415,361.2,-55.81945122,356.65,11.16841463,7.393202102,1.52738112,624.4580926,161.7450158,4.11389218,4.11389218,4.02222544,1.832595845,2,2,32,192
1477,05/03/2021,00:07:07,00:07:08,0,,1.1,1.58478,0.146662769,4.27854,0.574720103,2.4705,0.676749641,44.66,-18.0857265,83.79,-8.58965812,79.31,-2.610940171,4.800188441,1.085048569,154.6387616,49.75010245,1.42777892,1.42777892,0.40833366,0.801501064,1,0,32,192
1478,05/03/2021,00:07:08,00:07:09,1,7,1.5,2.848944,-0.26215665,3.354024,-0.0142008,2.567856,0.170944875,293.58,20.670125,121.73,-53.6948125,172.2,-50.80425,5.677639833,1.566033772,698.5370042,147.1898433,4.4861147,4.4861147,3.9722254,3.617511835,2,5,32,192
1479,05/03/2021,00:07:32,00:07:34,0,,1.7,2.336544,-0.070164982,3.338652,0.487524842,2.718648,0.891653053,210.14,4.353918129,211.61,10.27853801,200.27,-28.86701754,4.380102366,1.387711072,360.5905741,128.0133756,2.11389058,2.11389058,1.1805565,1.288059048,1,6,32,192
1480,05/03/2021,00:07:33,00:07:35,1,5,1.2,13.525164,0.540084469,3.13662,0.07324575,1.77876,0.152193094,359.45,7.971796875,676.55,44.89898438,424.76,44.98757813,13.96636689,1.683896128,708.2855871,166.0714519,4.06389214,4.06389214,4.06389214,2.052916641,1,4,32,192
1481,05/03/2021,00:07:37,00:07:38,1,5,1.6,5.580768,0.294304667,3.255936,0.25147363,2.075952,-0.125244296,299.6,8.02537037,759.15,71.57197531,280.77,9.733024691,7.966233147,1.467665577,825.4502399,139.0246797,3.97778096,3.97778096,3.48889168,4.318431464,2,1,32,192
1482,05/03/2021,00:07:58,00:08:00,1,5,1.7,1.31028,-0.115066217,3.386232,0.458073051,3.20982,0.869616,151.27,-10.4776,156.94,13.3344,142.45,31.5444,4.348510614,1.272917951,231.6728126,98.0212548,3.28611374,3.28611374,3.28611374,2.255950456,1,2,32,192
1483,05/03/2021,00:07:59,00:08:00,0,,1.1,14.353056,0.760631474,2.299212,-0.04697,1.807308,0.353369789,829.78,-18.42903509,691.46,53.32157895,496.72,34.79,14.50805499,1.783341691,1188.857661,153.5474612,3.55833618,3.55833618,3.55833618,2.255950456,1,1,32,192
1484,05/03/2021,00:08:01,00:08:03,1,5,1.4,11.211312,0.346775915,1.678476,-0.02126434,4.986384,0.442766553,483.56,-25.50382979,495.88,28.28992908,564.76,52.35304965,12.10143173,1.573014973,744.7601568,158.9375896,3.28055818,3.28055818,3.28055818,3.670214256,2,2,32,192
1485,05/03/2021,00:10:14,00:10:16,0,,1.8,1.94712,0.342776,2.99754,0.616392,3.599244,0.8294,288.96,4.555737705,217.91,-33.08322404,310.38,27.48666667,4.655225234,1.465074006,357.30184,137.2365362,3.06389134,3.06389134,1.62222352,1.033656903,1,4,32,192
1486,05/03/2021,00:10:15,00:10:17,1,7,1.9,4.539864,-0.562118813,2.717916,0.041136875,2.362896,0.274930812,325.29,-2.477708333,440.02,-2.093072917,460.53,-14.5796875,14.73257521,1.791940584,1015.619849,189.7358767,4.79722606,4.79722606,4.79722606,1.866365836,1,5,32,192
1487,05/03/2021,00:10:18,00:10:20,1,7,1.8,1.69092,0.098196136,3.463092,0.443433955,4.968084,0.585200727,280.56,-11.12204545,243.25,-0.013522727,158.06,-23.89386364,5.197509802,1.37793831,416.8686134,137.438856,3.01666908,3.01666908,2.78889112,1.721349111,2,3,32,192
1488,05/03/2021,00:10:19,00:10:21,0,,1.6,1.774368,-0.666550588,6.088776,0.268282306,6.958392,0.099926612,359.45,-10.80223529,286.02,-24.14876471,678.44,-15.83482353,10.43015393,1.72345998,833.0936477,195.7315053,4.02222544,4.02222544,2.72500218,1.916553035,1,3,32,192
1489,05/03/2021,00:10:24,00:10:25,1,13,1.2,4.354668,0.214086762,1.717272,-0.327047143,5.888208,0.969876762,213.36,44.81722222,150.43,6.021111111,272.37,-60.81777778,7.656066981,1.418835779,559.1312824,135.1622224,2.95000236,2.95000236,2.52222424,1.889285878,1,3,32,192
1490,05/03/2021,00:10:50,00:10:52,1,7,1.1,2.283108,0.260827513,4.554504,0.798847513,2.720112,0.769020104,198.03,5.410086957,179.2,-37.05252174,271.88,55.50573913,5.442173664,1.518504797,351.5304728,132.146088,1.86944594,1.86944594,1.86944594,0.959609707,2,4,32,192
1491,05/03/2021,00:10:53,00:10:54,0,,1.1,2.846016,-1.268536737,2.93166,-0.068178737,2.835768,-0.069629895,279.23,23.32535088,1546.65,13.98035088,305.06,35.55631579,13.93424481,1.985339661,1569.265069,283.7362122,5.35000428,5.35000428,5.35000428,2.273186897,1,4,32,192
1492,05/03/2021,00:10:54,00:10:56,0,,1.9,3.613884,0.21171454,4.061136,0.532923111,3.77712,0.758932952,364.7,-22.89222222,245.49,-6.088148148,108.22,-27.23,5.120005749,1.452262088,369.9799127,130.9376182,2.97778016,2.97778016,2.72500218,2.361638677,3,8,32,192
1493,05/03/2021,00:10:56,00:10:57,1,3,1.4,2.446344,-0.581749479,5.034696,0.339868603,5.867712,0.131815151,402.71,-29.10609589,223.79,-47.88143836,510.79,-31.2540411,8.225336126,1.645250149,1070.536037,187.866677,4.52222584,4.52222584,3.5555584,2.361638677,1,4,32,192
1494,05/03/2021,00:10:59,00:11:00,0,,1.7,1.959564,-0.055987661,5.86698,0.60508278,3.72954,0.740142983,294.42,7.887062147,183.4,-29.33751412,214.55,33.6719774,6.967081827,1.183491535,337.5637486,105.2358239,3.14444696,3.14444696,3.14444696,1.687961502,1,2,32,192
1495,05/03/2021,00:11:01,00:11:02,1,13,1.2,1.919304,-0.047757097,1.108248,-0.298473,7.80312,0.952916419,395.99,43.06185484,730.8,-19.93701613,223.58,-52.45314516,9.33521873,1.353875781,909.3798741,135.1963915,2.89444676,2.89444676,2.89444676,1.531420568,1,1,32,192
1496,05/03/2021,00:11:32,00:11:34,0,,1.5,1.960296,0.317749427,3.327672,0.732368559,2.401692,0.67028165,225.19,3.492167832,115.85,-29.15083916,276.99,54.12811189,4.223835935,1.426379449,334.9074268,124.8140569,1.9861127,1.9861127,1.98055714,1.516531699,1,3,32,192
1497,05/03/2021,00:11:33,00:11:35,1,7,1.9,4.140192,-0.484607487,2.453664,-0.084532299,3.45504,0.326025754,1010.87,-21.25529412,495.88,-26.01117647,194.74,-53.3744385,15.37207475,1.956737889,1266.547532,226.5185297,5.62778228,5.62778228,5.45000436,2.354453992,1,8,32,192
1498,05/03/2021,00:11:35,00:11:37,0,,1.7,3.01584,-0.344656854,2.872368,0.145552854,2.867976,0.654658854,186.69,-16.80393258,282.17,-4.338820225,229.46,60.55432584,4.018938458,1.459708863,333.4881548,164.8577296,2.62222432,2.62222432,0.96111188,2.090069801,1,6,32,192
